"plot","surv","height","height2","dieback","manag","fire","elev","pforest"
"512",1,505,199,65,"Conservation","Unburned plots",1900,95
"512",1,550,273,5,"Conservation","Unburned plots",1900,95
"512",1,220,312,9,"Conservation","Unburned plots",1900,95
"512",1,220,325,25,"Conservation","Unburned plots",1900,95
"512",1,620,331,6,"Conservation","Unburned plots",1900,95
"512",1,340,390,4,"Conservation","Unburned plots",1900,95
"512",1,370,448,60,"Conservation","Unburned plots",1900,95
"512",1,450,454,2,"Conservation","Unburned plots",1900,95
"512",1,470,465,4,"Conservation","Unburned plots",1900,95
"512",1,650,474,2,"Conservation","Unburned plots",1900,95
"512",1,496,474,1,"Conservation","Unburned plots",1900,95
"512",1,500,491,2,"Conservation","Unburned plots",1900,95
"512",1,550,533,0,"Conservation","Unburned plots",1900,95
"512",1,480,534,4,"Conservation","Unburned plots",1900,95
"512",1,576,563,25,"Conservation","Unburned plots",1900,95
"512",1,564,606,8,"Conservation","Unburned plots",1900,95
"512",1,580,612,8,"Conservation","Unburned plots",1900,95
"512",1,560,618,9,"Conservation","Unburned plots",1900,95
"512",1,600,630,7,"Conservation","Unburned plots",1900,95
"512",1,517,712,5,"Conservation","Unburned plots",1900,95
"512",0,310,NA,100,"Conservation","Unburned plots",1900,95
"512",0,600,NA,NA,"Conservation","Unburned plots",1900,95
"512",0,700,NA,100,"Conservation","Unburned plots",1900,95
"513",1,300,542,65,"Conservation","Unburned plots",1865,60
"513",1,470,614,4,"Conservation","Unburned plots",1865,60
"513",1,575,635,20,"Conservation","Unburned plots",1865,60
"513",1,600,729,27,"Conservation","Unburned plots",1865,60
"513",1,800,734,1,"Conservation","Unburned plots",1865,60
"513",1,650,775,7,"Conservation","Unburned plots",1865,60
"513",1,480,812,2,"Conservation","Unburned plots",1865,60
"513",1,810,916,30,"Conservation","Unburned plots",1865,60
"513",1,635,970,3,"Conservation","Unburned plots",1865,60
"513",0,530,NA,NA,"Conservation","Unburned plots",1865,60
"513",0,575,NA,NA,"Conservation","Unburned plots",1865,60
"513",1,280,NA,NA,"Conservation","Unburned plots",1865,60
"513",1,530,NA,NA,"Conservation","Unburned plots",1865,60
"514",1,310,394,2,"Conservation","Unburned plots",1889,60
"514",1,528,524,70,"Conservation","Unburned plots",1889,60
"514",1,600,559,5,"Conservation","Unburned plots",1889,60
"514",1,350,650,3,"Conservation","Unburned plots",1889,60
"514",1,830,804,3,"Conservation","Unburned plots",1889,60
"514",1,850,865,10,"Conservation","Unburned plots",1889,60
"514",1,1100,940,7,"Conservation","Unburned plots",1889,60
"514",0,730,NA,NA,"Conservation","Unburned plots",1889,60
"514",0,900,NA,NA,"Conservation","Unburned plots",1889,60
"515",1,750,362,80,"Conservation","Unburned plots",1887,90
"515",1,485,505,2,"Conservation","Unburned plots",1887,90
"515",1,450,597,2,"Conservation","Unburned plots",1887,90
"515",1,700,605,55,"Conservation","Unburned plots",1887,90
"515",1,500,685,18,"Conservation","Unburned plots",1887,90
"515",1,600,700,4,"Conservation","Unburned plots",1887,90
"515",1,500,756,4,"Conservation","Unburned plots",1887,90
"515",1,650,785,2,"Conservation","Unburned plots",1887,90
"515",1,750,804,20,"Conservation","Unburned plots",1887,90
"515",1,700,837,50,"Conservation","Unburned plots",1887,90
"515",1,700,854,5,"Conservation","Unburned plots",1887,90
"515",0,400,NA,NA,"Conservation","Unburned plots",1887,90
"515",0,700,NA,NA,"Conservation","Unburned plots",1887,90
"516",1,527,489,65,"Conservation","Unburned plots",1894,90
"516",1,460,647,6,"Conservation","Unburned plots",1894,90
"516",1,620,721,22,"Conservation","Unburned plots",1894,90
"516",1,800,736,3,"Conservation","Unburned plots",1894,90
"516",1,700,751,20,"Conservation","Unburned plots",1894,90
"516",1,650,770,95,"Conservation","Unburned plots",1894,90
"516",1,470,772,15,"Conservation","Unburned plots",1894,90
"516",1,620,786,9,"Conservation","Unburned plots",1894,90
"517",1,285,308,25,"Conservation","Unburned plots",1900,60
"517",1,547,538,30,"Conservation","Unburned plots",1900,60
"517",1,395,586,3,"Conservation","Unburned plots",1900,60
"517",1,700,626,15,"Conservation","Unburned plots",1900,60
"517",1,550,626,20,"Conservation","Unburned plots",1900,60
"517",1,750,640,38,"Conservation","Unburned plots",1900,60
"517",1,750,643,65,"Conservation","Unburned plots",1900,60
"517",1,600,658,7,"Conservation","Unburned plots",1900,60
"517",1,500,668,1,"Conservation","Unburned plots",1900,60
"517",1,675,674,82,"Conservation","Unburned plots",1900,60
"517",1,650,685,42,"Conservation","Unburned plots",1900,60
"517",1,650,716,7,"Conservation","Unburned plots",1900,60
"517",1,600,720,5,"Conservation","Unburned plots",1900,60
"517",1,700,838,15,"Conservation","Unburned plots",1900,60
"517",0,700,NA,NA,"Conservation","Unburned plots",1900,60
"517",0,700,NA,NA,"Conservation","Unburned plots",1900,60
"518",1,550,375,28,"Conservation","Unburned plots",1951,90
"518",1,360,411,7,"Conservation","Unburned plots",1951,90
"518",1,450,460,20,"Conservation","Unburned plots",1951,90
"518",1,700,541,60,"Conservation","Unburned plots",1951,90
"518",1,1200,542,80,"Conservation","Unburned plots",1951,90
"518",1,500,556,23,"Conservation","Unburned plots",1951,90
"518",1,750,626,50,"Conservation","Unburned plots",1951,90
"518",1,600,656,3,"Conservation","Unburned plots",1951,90
"518",1,460,666,28,"Conservation","Unburned plots",1951,90
"518",1,750,776,5,"Conservation","Unburned plots",1951,90
"518",1,600,781,3,"Conservation","Unburned plots",1951,90
"518",1,1000,881,22,"Conservation","Unburned plots",1951,90
"518",1,950,968,25,"Conservation","Unburned plots",1951,90
"518",1,900,997,16,"Conservation","Unburned plots",1951,90
"518",1,800,1030,10,"Conservation","Unburned plots",1951,90
"518",0,670,NA,NA,"Conservation","Unburned plots",1951,90
"518",0,800,NA,NA,"Conservation","Unburned plots",1951,90
"518",0,650,NA,NA,"Conservation","Unburned plots",1951,90
"519",1,225,329,1,"Conservation","Burned plots",1884,50
"519",1,240,396,8,"Conservation","Burned plots",1884,50
"519",1,419,456,7,"Conservation","Burned plots",1884,50
"519",1,348,505,3,"Conservation","Burned plots",1884,50
"519",1,570,543,1,"Conservation","Burned plots",1884,50
"519",1,550,635,1,"Conservation","Burned plots",1884,50
"520",1,815,126,99,"Conservation","Unburned plots",1959,80
"520",1,400,184,40,"Conservation","Unburned plots",1959,80
"520",1,220,431,50,"Conservation","Unburned plots",1959,80
"520",1,360,490,10,"Conservation","Unburned plots",1959,80
"520",1,575,522,45,"Conservation","Unburned plots",1959,80
"520",1,505,587,65,"Conservation","Unburned plots",1959,80
"520",1,630,600,60,"Conservation","Unburned plots",1959,80
"520",1,750,638,55,"Conservation","Unburned plots",1959,80
"520",1,489,678,25,"Conservation","Unburned plots",1959,80
"520",1,575,733,6,"Conservation","Unburned plots",1959,80
"520",1,726,830,5,"Conservation","Unburned plots",1959,80
"520",1,825,960,5,"Conservation","Unburned plots",1959,80
"521",1,366,325,30,"Conservation","Burned plots",2018,5
"522",0,358,NA,NA,"Conservation","Burned plots",2077,10
"523",1,340,82,90,"Conservation","Burned plots",2190,20
"523",1,445,298,22,"Conservation","Burned plots",2190,20
"524",1,285,293,7,"Conservation","Burned plots",2068,30
"524",1,303,350,50,"Conservation","Burned plots",2068,30
"524",1,287,370,2,"Conservation","Burned plots",2068,30
"524",1,532,380,3,"Conservation","Burned plots",2068,30
"524",1,572,400,35,"Conservation","Burned plots",2068,30
"524",1,393,400,3,"Conservation","Burned plots",2068,30
"524",1,550,450,18,"Conservation","Burned plots",2068,30
"524",1,498,465,20,"Conservation","Burned plots",2068,30
"524",1,499,536,3,"Conservation","Burned plots",2068,30
"524",1,600,688,3,"Conservation","Burned plots",2068,30
"524",0,291,NA,NA,"Conservation","Burned plots",2068,30
"525",0,304,NA,NA,"Conservation","Burned plots",2130,10
"526",0,215,NA,NA,"Conservation","Burned plots",2140,5
"527",1,313,412,3,"Conservation","Unburned plots",2219,11
"530",1,320,362,20,"Conservation","Unburned plots",2426,10
